% ground data set
@relation ground
@attribute H real
@attribute S real
@attribute V real
@attribute class {0, 1}
@data
0.282051, 0.570175, 0.447059, 1
0.638889, 0.166667, 0.141176, 0
0.278571, 0.593220, 0.462745, 0
0.533333, 0.138889, 0.141176, 1
0.157895, 0.306452, 0.243137, 0
0.193627, 0.747253, 0.356863, 1
0.666667, 0.054054, 0.145098, 1
0.235119, 0.643678, 0.341176, 1
0.245614, 0.481013, 0.309804, 0
0.410256, 0.282609, 0.180392, 1
0.275510, 0.556818, 0.345098, 1
0.270440, 0.519608, 0.400000, 0
0.013889, 0.705882, 0.333333, 1
0.290123, 0.428571, 0.247059, 0
0.188406, 0.582278, 0.309804, 0
0.303571, 0.405797, 0.270588, 1
0.276042, 0.566372, 0.443137, 0
0.303030, 0.407407, 0.211765, 1
0.444444, 0.204545, 0.172549, 1
0.239583, 0.280702, 0.223529, 1
0.200000, 0.602410, 0.325490, 1
0.409722, 0.358209, 0.262745, 1
0.500000, 0.166667, 0.141176, 1
0.063063, 0.506849, 0.286275, 0
0.548611, 0.500000, 0.188235, 1
0.370370, 0.333333, 0.211765, 1
0.000000, 0.700000, 0.392157, 0
0.275362, 0.353846, 0.254902, 0
0.275362, 0.315068, 0.286275, 0
0.254902, 0.554348, 0.360784, 0
0.543210, 0.500000, 0.211765, 1
0.312500, 0.153846, 0.203922, 1
0.250000, 0.412698, 0.247059, 0
0.345238, 0.285714, 0.192157, 1
0.388889, 0.150000, 0.156863, 1
0.000000, 0.537313, 0.262745, 1
0.351190, 0.417910, 0.262745, 1
0.292011, 0.675978, 0.701961, 1
0.253788, 0.523810, 0.329412, 0
0.277778, 0.558824, 0.400000, 0
0.439394, 0.250000, 0.172549, 1
0.230769, 0.580357, 0.439216, 0
0.375000, 0.376471, 0.333333, 0
0.000000, 0.658537, 0.321569, 1
0.215054, 0.666667, 0.364706, 0
0.233333, 0.546875, 0.250980, 1
0.318182, 0.220000, 0.196078, 1
0.281250, 0.301887, 0.207843, 1
0.408889, 0.700935, 0.419608, 1
0.256410, 0.400000, 0.254902, 0
0.134259, 0.545455, 0.258824, 1
0.384615, 0.288889, 0.176471, 1
0.270833, 0.588235, 0.266667, 0
0.037037, 0.606742, 0.349020, 0
0.483333, 0.416667, 0.188235, 1
0.309524, 0.202899, 0.270588, 1
0.444444, 0.146341, 0.160784, 1
0.371795, 0.265306, 0.192157, 1
0.263158, 0.537736, 0.415686, 0
0.282051, 0.570175, 0.447059, 0
0.218391, 0.537037, 0.211765, 1
0.269841, 0.577982, 0.427451, 0
0.195035, 0.610390, 0.301961, 1
0.256410, 0.361111, 0.282353, 0
0.250000, 0.388060, 0.262745, 0
0.187500, 0.631579, 0.298039, 1
0.015432, 0.635294, 0.333333, 1
0.310078, 0.438776, 0.384314, 1
0.318627, 0.419753, 0.317647, 1
0.275000, 0.338983, 0.231373, 0
0.385057, 0.353659, 0.321569, 1
0.189542, 0.637500, 0.313725, 1
0.020833, 0.406780, 0.231373, 1
0.266667, 0.555556, 0.352941, 0
0.269841, 0.572727, 0.431373, 0
0.254902, 0.320755, 0.207843, 0
0.245614, 0.487179, 0.305882, 0
0.200000, 0.602410, 0.325490, 1
0.238095, 0.494118, 0.333333, 0
0.005747, 0.432836, 0.262745, 1
0.275510, 0.538462, 0.356863, 0
0.246377, 0.554217, 0.325490, 0
0.366667, 0.125000, 0.156863, 1
0.483333, 0.238095, 0.164706, 1
0.194444, 0.617647, 0.266667, 0
0.002688, 0.632653, 0.384314, 0
0.265625, 0.507937, 0.247059, 0
0.272222, 0.428571, 0.274510, 1
0.611111, 0.083333, 0.141176, 1
0.178295, 0.605634, 0.278431, 1
0.256410, 0.565217, 0.270588, 0
0.256757, 0.500000, 0.290196, 0
0.360000, 0.396825, 0.247059, 1
0.269231, 0.295455, 0.172549, 1
0.193182, 0.602740, 0.286275, 0
0.268116, 0.403509, 0.223529, 0
0.410256, 0.270833, 0.188235, 1
0.274011, 0.561905, 0.411765, 0
0.287879, 0.239130, 0.180392, 1
0.277778, 0.537736, 0.415686, 0
0.277778, 0.461538, 0.305882, 0
0.366667, 0.222222, 0.176471, 1
0.366667, 0.212766, 0.184314, 1
0.616667, 0.227273, 0.172549, 1
0.042636, 0.565789, 0.298039, 0
0.222222, 0.187500, 0.188235, 0
0.361111, 0.222222, 0.211765, 1
0.333333, 0.194444, 0.141176, 1
0.279570, 0.442857, 0.274510, 1
0.611111, 0.083333, 0.141176, 0
0.611111, 0.073171, 0.160784, 0
0.277778, 0.571429, 0.411765, 0
0.200000, 0.131579, 0.149020, 1
0.059524, 0.437500, 0.250980, 0
0.267241, 0.563107, 0.403922, 0
0.076923, 0.265306, 0.192157, 1
0.003268, 0.586207, 0.341176, 0
0.042636, 0.537500, 0.313725, 0
0.333333, 0.244898, 0.192157, 1
0.409091, 0.261905, 0.164706, 1
0.270202, 0.616822, 0.419608, 0
0.346847, 0.349057, 0.415686, 1
0.305556, 0.153846, 0.152941, 0
0.307910, 0.475806, 0.486275, 1
0.988701, 0.678161, 0.341176, 0
0.318182, 0.229167, 0.188235, 1
0.388889, 0.153846, 0.152941, 1
0.217054, 0.505882, 0.333333, 0
0.283784, 0.578125, 0.501961, 0
0.309524, 0.222222, 0.247059, 0
0.230769, 0.506494, 0.301961, 0
0.177778, 0.608108, 0.290196, 0
0.274194, 0.568807, 0.427451, 0
0.275000, 0.344828, 0.227451, 1
0.000000, 0.000000, 0.121569, 0
0.052632, 0.358491, 0.207843, 1
0.277778, 0.553398, 0.403922, 0
0.256757, 0.513889, 0.282353, 0
0.274011, 0.541284, 0.427451, 0
0.198718, 0.611765, 0.333333, 0
0.265027, 0.564815, 0.423529, 0
0.289683, 0.538462, 0.305882, 1
0.533333, 0.208333, 0.188235, 0
0.571429, 0.189189, 0.145098, 1
0.272727, 0.478261, 0.270588, 0
0.291667, 0.602740, 0.572549, 1
0.306373, 0.552846, 0.482353, 1
0.326087, 0.273810, 0.329412, 1
0.996667, 0.641026, 0.305882, 1
0.343137, 0.283333, 0.235294, 1
0.257576, 0.379310, 0.227451, 0
0.289352, 0.571429, 0.494118, 1
0.133333, 0.096154, 0.203922, 0
0.289474, 0.431818, 0.345098, 0
0.366667, 0.131579, 0.149020, 1
0.289474, 0.463415, 0.321569, 0
0.384615, 0.276596, 0.184314, 1
0.042636, 0.558442, 0.301961, 0
0.255556, 0.319149, 0.184314, 0
0.422222, 0.300000, 0.196078, 1
0.590909, 0.268293, 0.160784, 1
0.175676, 0.536232, 0.270588, 1
0.194444, 0.591549, 0.278431, 0
0.395833, 0.320000, 0.196078, 1
0.378788, 0.244444, 0.176471, 1
0.064394, 0.536585, 0.321569, 0
0.285088, 0.603175, 0.494118, 0
0.247312, 0.436620, 0.278431, 0
0.268519, 0.480000, 0.294118, 1
0.265027, 0.570093, 0.419608, 0
0.283069, 0.488372, 0.505882, 1
0.384058, 0.348485, 0.258824, 1
0.738095, 0.189189, 0.145098, 1
0.000000, 0.146341, 0.160784, 1
0.388889, 0.157895, 0.149020, 1
0.456790, 0.519231, 0.203922, 1
0.700000, 0.135135, 0.145098, 1
0.246667, 0.555556, 0.352941, 0
0.271739, 0.522727, 0.345098, 0
0.439394, 0.255814, 0.168627, 1
0.562500, 0.200000, 0.156863, 1
0.256410, 0.400000, 0.254902, 0
0.085185, 0.608108, 0.290196, 0
0.269231, 0.240741, 0.211765, 1
0.320675, 0.544828, 0.568627, 1
0.277778, 0.545455, 0.431373, 0
0.029412, 0.320755, 0.207843, 1
0.278571, 0.564516, 0.486275, 0
0.439394, 0.261905, 0.164706, 1
0.289272, 0.639706, 0.533333, 1
0.267361, 0.527473, 0.356863, 0
0.303571, 0.378378, 0.290196, 0
0.263441, 0.548673, 0.443137, 0
0.315789, 0.311475, 0.239216, 1
0.000000, 0.000000, 0.133333, 1
0.007937, 0.381818, 0.215686, 1
0.279570, 0.430556, 0.282353, 0
0.021277, 0.580247, 0.317647, 0
0.235632, 0.580000, 0.392157, 0
0.944444, 0.157895, 0.149020, 0
0.351852, 0.333333, 0.211765, 1
0.000000, 0.650602, 0.325490, 0
0.333333, 0.240000, 0.196078, 1
0.294118, 0.303571, 0.219608, 0
0.239726, 0.760417, 0.376471, 0
0.198582, 0.635135, 0.290196, 1
0.777778, 0.085714, 0.137255, 1
0.254902, 0.278689, 0.239216, 0
0.200980, 0.485714, 0.274510, 0
0.916667, 0.062500, 0.125490, 0
0.007576, 0.400000, 0.215686, 1
0.276042, 0.551724, 0.454902, 0
0.326087, 0.348485, 0.258824, 1
0.343137, 0.333333, 0.200000, 1
0.916667, 0.055556, 0.141176, 0
0.402778, 0.406780, 0.231373, 0
0.700000, 0.138889, 0.141176, 1
0.309524, 0.233333, 0.235294, 0
0.385417, 0.372093, 0.168627, 1
0.458333, 0.117647, 0.133333, 0
0.318182, 0.224490, 0.192157, 1
0.694444, 0.153846, 0.152941, 1
0.407407, 0.219512, 0.160784, 1
0.002825, 0.662921, 0.349020, 0
0.274510, 0.314815, 0.211765, 0
0.182796, 0.492063, 0.247059, 1
0.199187, 0.518987, 0.309804, 0
0.416667, 0.060606, 0.129412, 1
0.274510, 0.314815, 0.211765, 0
0.611111, 0.083333, 0.141176, 1
0.237374, 0.485294, 0.266667, 0
0.994792, 0.507937, 0.247059, 1
0.198582, 0.573171, 0.321569, 1
0.512821, 0.520000, 0.196078, 1
0.638889, 0.176471, 0.133333, 1
0.273504, 0.506494, 0.301961, 0
0.283333, 0.465116, 0.337255, 0
0.361111, 0.250000, 0.188235, 1
0.416667, 0.057143, 0.137255, 0
0.186869, 0.507692, 0.254902, 0
0.515152, 0.275000, 0.156863, 1
0.015432, 0.606742, 0.349020, 1
0.260000, 0.384615, 0.254902, 0
0.990000, 0.641026, 0.305882, 1
0.545455, 0.261905, 0.164706, 1
0.622222, 0.326087, 0.180392, 1
0.285714, 0.159091, 0.172549, 1
0.274194, 0.543860, 0.447059, 0
0.400000, 0.377358, 0.207843, 1
0.367521, 0.655462, 0.466667, 1
0.194969, 0.623529, 0.333333, 1
0.500000, 0.142857, 0.164706, 1
0.611111, 0.382979, 0.184314, 1
0.213768, 0.505495, 0.356863, 0
0.380952, 0.368421, 0.223529, 1
0.158333, 0.606061, 0.258824, 0
0.500000, 0.285714, 0.164706, 1
0.410256, 0.295455, 0.172549, 1
0.182796, 0.455882, 0.266667, 0
0.263889, 0.620690, 0.454902, 0
0.700000, 0.142857, 0.137255, 0
0.191358, 0.457627, 0.231373, 1
0.229630, 0.523256, 0.337255, 0
0.500000, 0.166667, 0.141176, 1
0.269841, 0.572727, 0.431373, 0
0.294118, 0.361702, 0.184314, 1
0.280142, 0.489583, 0.376471, 0
0.250000, 0.375000, 0.250980, 0
0.305556, 0.133333, 0.176471, 0
0.292857, 0.564516, 0.486275, 1
0.183908, 0.491525, 0.231373, 1
0.142857, 0.546875, 0.250980, 1
0.205128, 0.393939, 0.258824, 0
0.276042, 0.581818, 0.431373, 0
0.284848, 0.539216, 0.400000, 0
0.040000, 0.446429, 0.219608, 1
0.256944, 0.539326, 0.349020, 0
0.439394, 0.261905, 0.164706, 1
0.611111, 0.081081, 0.145098, 1
0.184685, 0.552239, 0.262745, 1
0.273913, 0.696970, 0.647059, 1
0.267361, 0.623377, 0.301961, 0
0.271318, 0.511905, 0.329412, 0
0.444444, 0.225000, 0.156863, 1
0.444444, 0.153846, 0.152941, 1
0.366667, 0.217391, 0.180392, 1
0.277778, 0.081081, 0.145098, 1
0.371795, 0.216667, 0.235294, 1
0.989130, 0.630137, 0.286275, 1
0.312500, 0.390244, 0.482353, 1
0.598039, 0.369565, 0.180392, 1
0.194444, 0.517241, 0.227451, 1
0.681818, 0.372881, 0.231373, 1
0.265625, 0.463768, 0.270588, 0
0.410256, 0.288889, 0.176471, 1
0.187500, 0.160000, 0.196078, 0
0.290404, 0.559322, 0.462745, 1
0.270492, 0.559633, 0.427451, 0
0.361111, 0.250000, 0.188235, 1
0.027778, 0.250000, 0.188235, 1
0.666667, 0.055556, 0.141176, 1
0.265873, 0.456522, 0.360784, 1
0.195035, 0.602564, 0.305882, 1
0.023333, 0.574713, 0.341176, 0
0.206215, 0.655556, 0.352941, 1
0.666667, 0.055556, 0.141176, 0
0.249084, 0.705426, 0.505882, 1
0.294118, 0.629630, 0.741176, 1
0.245614, 0.469136, 0.317647, 0
0.366667, 0.135135, 0.145098, 1
0.481481, 0.236842, 0.149020, 1
0.277778, 0.515152, 0.388235, 0
0.422222, 0.326087, 0.180392, 1
0.271739, 0.500000, 0.360784, 0
0.295918, 0.490000, 0.392157, 1
0.270440, 0.540816, 0.384314, 0
0.666667, 0.054054, 0.145098, 0
0.261905, 0.466667, 0.294118, 0
0.363636, 0.517647, 0.333333, 1
0.256410, 0.388060, 0.262745, 0
0.177083, 0.340426, 0.184314, 0
0.687500, 0.216216, 0.145098, 1
0.355072, 0.377049, 0.239216, 1
0.254902, 0.309091, 0.215686, 0
0.271318, 0.472527, 0.356863, 0
0.243590, 0.571429, 0.356863, 0
0.444444, 0.150000, 0.156863, 1
0.037879, 0.564103, 0.305882, 0
0.395062, 0.385714, 0.274510, 0
0.005747, 0.475410, 0.239216, 1
0.409091, 0.239130, 0.180392, 1
0.666667, 0.210526, 0.149020, 0
0.571429, 0.189189, 0.145098, 1
0.239583, 0.290909, 0.215686, 0
0.265625, 0.463768, 0.270588, 1
0.633333, 0.128205, 0.152941, 1
0.991667, 0.370370, 0.211765, 1
0.468750, 0.372093, 0.168627, 1
0.515152, 0.275000, 0.156863, 1
0.175676, 0.536232, 0.270588, 0
0.370370, 0.367347, 0.192157, 1
0.444444, 0.150000, 0.156863, 1
0.010417, 0.648649, 0.290196, 1
0.310458, 0.451327, 0.443137, 1
0.986395, 0.636364, 0.301961, 1
0.029874, 0.692810, 0.600000, 0
0.243590, 0.571429, 0.356863, 0
0.175214, 0.582090, 0.262745, 1
0.409091, 0.255814, 0.168627, 1
0.384058, 0.389831, 0.231373, 1
0.333333, 0.162791, 0.168627, 1
0.233333, 0.121951, 0.160784, 1
0.444444, 0.150000, 0.156863, 1
0.270492, 0.559633, 0.427451, 0
0.997312, 0.673913, 0.360784, 0
0.307910, 0.584158, 0.396078, 1
0.196970, 0.207547, 0.207843, 0
0.296569, 0.557377, 0.478431, 1
0.248485, 0.544554, 0.396078, 0
0.027778, 0.585366, 0.321569, 0
0.409091, 0.297297, 0.145098, 1
0.481481, 0.225000, 0.156863, 1
0.384615, 0.250000, 0.203922, 1
0.246667, 0.555556, 0.352941, 0
0.072917, 0.516129, 0.364706, 0
0.285714, 0.628205, 0.611765, 1
0.272727, 0.434211, 0.298039, 0
0.410256, 0.288889, 0.176471, 1
0.638889, 0.157895, 0.149020, 0
0.111111, 0.085714, 0.137255, 1
0.366667, 0.217391, 0.180392, 1
0.003268, 0.621951, 0.321569, 1
0.273504, 0.475610, 0.321569, 0
0.421569, 0.346939, 0.192157, 1
0.250000, 0.585859, 0.388235, 0
0.274194, 0.558559, 0.435294, 0
0.409091, 0.261905, 0.164706, 1
0.769231, 0.302326, 0.168627, 0
0.481481, 0.225000, 0.156863, 1
0.277778, 0.537736, 0.415686, 0
0.263441, 0.574074, 0.423529, 0
0.384615, 0.276596, 0.184314, 1
0.257310, 0.570000, 0.392157, 0
0.193182, 0.752137, 0.458824, 1
0.272487, 0.552632, 0.447059, 0
0.481481, 0.230769, 0.152941, 1
0.272222, 0.428571, 0.274510, 0
0.371795, 0.282609, 0.180392, 1
0.086310, 0.666667, 0.329412, 1
0.244681, 0.534091, 0.345098, 0
0.104167, 0.363636, 0.258824, 1
0.997024, 0.636364, 0.345098, 1
0.121528, 0.640000, 0.294118, 1
0.186869, 0.492537, 0.262745, 1
0.194969, 0.646341, 0.321569, 1
0.733333, 0.131579, 0.149020, 0
0.297753, 0.626761, 0.556863, 1
0.036723, 0.648352, 0.356863, 0
0.154321, 0.442623, 0.239216, 1
0.274510, 0.288136, 0.231373, 0
0.090909, 0.619718, 0.278431, 0
0.252033, 0.500000, 0.321569, 0
0.271318, 0.477778, 0.352941, 0
0.267241, 0.542056, 0.419608, 0
0.015351, 0.737864, 0.403922, 0
0.248945, 0.669492, 0.462745, 0
0.277778, 0.555556, 0.423529, 0
0.284314, 0.447368, 0.298039, 0
0.439394, 0.261905, 0.164706, 1
0.378788, 0.220000, 0.196078, 1
0.226667, 0.625000, 0.313725, 1
0.361111, 0.244898, 0.192157, 1
0.261905, 0.437500, 0.313725, 0
0.212418, 0.621951, 0.321569, 1
0.300000, 0.545455, 0.431373, 1
0.269231, 0.270833, 0.188235, 0
0.307018, 0.562963, 0.529412, 1
0.958333, 0.083333, 0.188235, 1
0.220588, 0.492754, 0.270588, 0
0.000000, 0.000000, 0.184314, 1
0.104167, 0.173913, 0.180392, 1
0.012121, 0.632184, 0.341176, 0
0.273333, 0.526316, 0.372549, 0
0.272222, 0.389610, 0.301961, 0
0.692982, 0.380000, 0.196078, 0
0.306818, 0.473118, 0.364706, 1
0.700000, 0.151515, 0.129412, 1
0.222222, 0.387097, 0.243137, 0
0.280392, 0.598592, 0.556863, 1
0.261905, 0.460526, 0.298039, 0
0.733333, 0.151515, 0.129412, 1
0.410256, 0.282609, 0.180392, 1
0.252874, 0.414286, 0.274510, 0
0.318182, 0.215686, 0.200000, 0
0.294118, 0.309091, 0.215686, 0
0.315603, 0.556213, 0.662745, 1
0.280000, 0.590551, 0.498039, 0
0.633333, 0.135135, 0.145098, 1
0.244048, 0.437500, 0.250980, 0
0.444444, 0.162162, 0.145098, 1
0.992754, 0.630137, 0.286275, 1
0.282051, 0.585586, 0.435294, 0
0.236111, 0.324324, 0.290196, 0
0.590909, 0.297297, 0.145098, 1
0.247312, 0.558559, 0.435294, 0
0.187500, 0.579710, 0.270588, 1
0.290323, 0.628378, 0.580392, 1
0.277778, 0.078947, 0.149020, 1
0.257310, 0.581633, 0.384314, 0
0.278607, 0.582609, 0.450980, 1
0.041667, 0.507042, 0.278431, 1
0.888889, 0.181818, 0.129412, 0
0.276515, 0.517647, 0.333333, 1
0.175214, 0.549296, 0.278431, 1
0.263158, 0.558824, 0.400000, 0
0.219907, 0.666667, 0.423529, 1
0.280822, 0.584000, 0.490196, 0
0.262963, 0.584416, 0.301961, 0
0.104167, 0.393443, 0.239216, 0
0.700000, 0.142857, 0.137255, 0
0.013514, 0.855491, 0.678431, 0
0.214286, 0.673077, 0.203922, 1
0.254902, 0.293103, 0.227451, 0
0.254902, 0.536842, 0.372549, 0
0.333333, 0.240000, 0.196078, 1
0.380952, 0.388889, 0.211765, 1
0.175676, 0.440476, 0.329412, 1
0.366667, 0.352941, 0.333333, 1
0.256757, 0.513889, 0.282353, 0
0.263889, 0.539326, 0.349020, 0
0.633333, 0.142857, 0.137255, 0
0.267606, 0.514493, 0.541176, 1
0.276515, 0.500000, 0.345098, 0
0.242424, 0.509259, 0.423529, 0
0.170833, 0.547945, 0.286275, 0
0.034314, 0.478873, 0.278431, 1
0.733333, 0.138889, 0.141176, 1
0.252033, 0.493976, 0.325490, 0
0.310417, 0.551724, 0.568627, 1
0.214286, 0.280000, 0.196078, 0
0.280000, 0.515464, 0.380392, 0
0.083333, 0.370370, 0.211765, 1
0.079167, 0.540541, 0.290196, 0
0.642857, 0.311111, 0.176471, 1
0.805556, 0.157895, 0.149020, 1
0.266667, 0.631068, 0.403922, 0
0.638889, 0.166667, 0.141176, 0
0.364583, 0.301887, 0.207843, 1
0.274194, 0.563636, 0.431373, 0
0.245614, 0.513514, 0.290196, 0
0.590909, 0.282051, 0.152941, 1
0.292857, 0.598291, 0.458824, 0
0.303030, 0.514019, 0.419608, 1
0.014905, 0.842466, 0.572549, 0
0.193878, 0.628205, 0.305882, 1
0.291667, 0.415584, 0.301961, 0
0.288889, 0.473684, 0.372549, 0
0.200000, 0.116279, 0.168627, 1
0.222222, 0.571429, 0.247059, 1
0.384615, 0.282609, 0.180392, 1
0.257937, 0.531646, 0.309804, 0
0.588889, 0.333333, 0.176471, 1
0.572917, 0.340426, 0.184314, 1
0.422222, 0.312500, 0.188235, 1
0.294574, 0.500000, 0.337255, 0
0.267157, 0.576271, 0.462745, 0
0.262821, 0.536082, 0.380392, 0
0.258621, 0.408451, 0.278431, 0
0.409091, 0.250000, 0.172549, 1
0.034884, 0.558442, 0.301961, 0
0.318182, 0.234043, 0.184314, 1
0.369565, 0.377049, 0.239216, 1
0.291667, 0.415584, 0.301961, 0
0.277778, 0.475610, 0.321569, 0
0.294118, 0.326923, 0.203922, 0
0.385417, 0.390244, 0.160784, 1
0.237374, 0.452055, 0.286275, 0
0.611111, 0.083333, 0.141176, 1
0.006494, 0.733333, 0.411765, 0
0.345238, 0.259259, 0.211765, 1
0.231481, 0.327273, 0.215686, 0
0.193878, 0.620253, 0.309804, 1
0.241667, 0.506329, 0.309804, 0
0.233333, 0.121951, 0.160784, 1
0.439394, 0.250000, 0.172549, 1
0.275510, 0.494949, 0.388235, 0
0.238095, 0.375000, 0.219608, 0
0.444444, 0.153846, 0.152941, 1
0.989130, 0.621622, 0.290196, 1
0.444444, 0.162162, 0.145098, 1
0.572917, 0.347826, 0.180392, 1
0.272222, 0.422535, 0.278431, 0
0.343137, 0.326923, 0.203922, 1
0.211111, 0.312500, 0.188235, 0
0.188406, 0.605263, 0.298039, 1
0.050595, 0.658824, 0.333333, 0
0.237374, 0.471429, 0.274510, 0
0.666667, 0.195122, 0.160784, 1
0.259563, 0.564815, 0.423529, 0
0.996212, 0.564103, 0.305882, 1
0.240385, 0.565217, 0.360784, 0
0.275510, 0.521277, 0.368627, 0
0.194444, 0.139535, 0.168627, 0
0.439394, 0.261905, 0.164706, 1
0.274691, 0.529412, 0.400000, 0
0.530303, 0.458333, 0.188235, 1
0.271318, 0.494253, 0.341176, 0
0.210526, 0.558824, 0.400000, 0
0.388889, 0.339623, 0.207843, 1
0.444444, 0.219512, 0.160784, 1
0.276042, 0.551724, 0.454902, 0
0.036458, 0.400000, 0.313725, 0
0.263889, 0.516129, 0.364706, 0
0.994444, 0.681818, 0.345098, 0
0.238739, 0.480519, 0.301961, 0
0.277108, 0.568493, 0.572549, 1
0.256410, 0.393939, 0.258824, 0
0.000000, 0.674157, 0.349020, 0
0.186992, 0.493976, 0.325490, 0
0.283784, 0.425287, 0.341176, 0
0.274775, 0.592000, 0.490196, 0
0.277778, 0.481481, 0.317647, 0
0.280702, 0.527778, 0.423529, 0
0.193878, 0.628205, 0.305882, 1
0.166667, 0.558824, 0.266667, 0
0.276423, 0.482353, 0.333333, 0
0.243243, 0.564885, 0.513725, 1
0.274691, 0.534653, 0.396078, 0
0.333333, 0.327586, 0.227451, 1
0.192982, 0.567164, 0.262745, 1
0.700000, 0.142857, 0.137255, 1
0.273148, 0.600000, 0.470588, 0
0.010949, 0.835366, 0.643137, 0
0.038721, 0.744361, 0.521569, 0
0.270440, 0.540816, 0.384314, 0
0.366667, 0.125000, 0.156863, 1
0.700000, 0.142857, 0.137255, 1
0.271689, 0.634783, 0.450980, 0
0.204301, 0.442857, 0.274510, 0
0.418919, 0.456790, 0.317647, 1
0.269231, 0.245283, 0.207843, 1
0.284483, 0.517857, 0.439216, 0
0.694444, 0.162162, 0.145098, 0
0.246377, 0.541176, 0.333333, 0
0.011538, 0.833333, 0.611765, 0
0.257937, 0.560000, 0.294118, 1
0.242424, 0.452055, 0.286275, 0
0.250000, 0.465753, 0.286275, 0
0.193939, 0.544554, 0.396078, 0
0.371795, 0.265306, 0.192157, 1
0.177083, 0.320000, 0.196078, 1
0.633333, 0.142857, 0.137255, 1
0.241497, 0.550562, 0.349020, 0
0.102041, 0.597561, 0.321569, 0
0.272727, 0.564103, 0.458824, 0
0.472222, 0.292683, 0.160784, 1
0.694444, 0.150000, 0.156863, 1
0.242424, 0.561224, 0.384314, 0
0.287037, 0.285714, 0.247059, 0
0.281863, 0.566667, 0.470588, 0
0.407407, 0.209302, 0.168627, 1
0.180556, 0.436364, 0.215686, 0
0.439394, 0.255814, 0.168627, 1
0.611111, 0.063830, 0.184314, 1
0.011338, 0.844828, 0.682353, 0
0.056548, 0.658824, 0.333333, 0
0.280488, 0.488095, 0.329412, 0
0.388889, 0.150000, 0.156863, 1
0.439394, 0.244444, 0.176471, 1
0.231481, 0.333333, 0.211765, 0
0.366667, 0.204082, 0.192157, 1
0.296875, 0.376471, 0.333333, 1
0.212121, 0.234043, 0.184314, 1
0.596491, 0.413043, 0.180392, 0
0.247126, 0.585859, 0.388235, 0
0.261905, 0.681416, 0.443137, 1
0.235119, 0.577320, 0.380392, 0
0.278571, 0.578512, 0.474510, 0
0.265432, 0.391304, 0.270588, 0
0.000000, 0.705882, 0.333333, 0
0.270833, 0.481928, 0.325490, 0
0.694444, 0.171429, 0.137255, 1
0.338235, 0.400000, 0.333333, 1
0.997024, 0.658824, 0.333333, 0
0.051282, 0.604651, 0.337255, 0
0.221154, 0.577778, 0.352941, 0
0.272876, 0.816000, 0.490196, 1
0.002688, 0.666667, 0.364706, 0
0.282051, 0.346667, 0.294118, 0
0.007479, 0.847826, 0.721569, 0
0.016049, 0.838509, 0.631373, 0
0.364583, 0.271186, 0.231373, 1
0.384615, 0.270833, 0.188235, 1
0.256757, 0.486842, 0.298039, 0
0.285256, 0.525253, 0.388235, 0
0.246667, 0.543478, 0.360784, 0
0.269231, 0.382353, 0.266667, 0
0.395833, 0.326531, 0.192157, 1
0.002222, 0.837989, 0.701961, 0
0.269231, 0.270833, 0.188235, 0
0.722222, 0.243243, 0.145098, 1
0.239766, 0.575758, 0.388235, 0
0.638889, 0.133333, 0.176471, 1
0.279762, 0.368421, 0.298039, 0
0.285256, 0.530612, 0.384314, 0
0.265625, 0.351648, 0.356863, 0
0.275510, 0.510417, 0.376471, 0
0.037879, 0.564103, 0.305882, 0
0.444444, 0.204545, 0.172549, 1
0.228070, 0.570000, 0.392157, 0
0.257576, 0.372881, 0.231373, 0
0.256173, 0.504673, 0.419608, 1
0.990000, 0.649351, 0.301961, 1
0.282051, 0.440678, 0.231373, 1
0.080247, 0.402985, 0.262745, 1
0.182796, 0.508197, 0.239216, 0
0.590909, 0.261905, 0.164706, 0
0.183908, 0.491525, 0.231373, 0
0.200000, 0.131579, 0.149020, 1
0.269231, 0.388060, 0.262745, 1
0.008621, 0.623656, 0.364706, 0
0.260000, 0.403226, 0.243137, 0
0.261905, 0.606299, 0.498039, 0
0.252033, 0.506173, 0.317647, 0
0.444444, 0.255319, 0.184314, 1
0.266667, 0.338983, 0.231373, 0
0.051282, 0.597701, 0.341176, 0
0.128655, 0.640449, 0.349020, 1
0.235507, 0.560976, 0.321569, 0
0.281250, 0.280702, 0.223529, 0
0.269231, 0.265306, 0.192157, 0
0.285714, 0.152174, 0.180392, 0
0.166667, 0.436364, 0.215686, 0
0.202222, 0.781250, 0.376471, 1
0.226667, 0.561798, 0.349020, 0
0.997024, 0.691358, 0.317647, 0
0.179688, 0.653061, 0.384314, 1
0.357143, 0.443038, 0.309804, 1
0.369565, 0.333333, 0.270588, 1
0.388889, 0.122449, 0.192157, 1
0.407407, 0.209302, 0.168627, 1
0.534314, 0.557377, 0.239216, 1
0.172043, 0.508197, 0.239216, 1
0.241497, 0.550562, 0.349020, 0
0.273333, 0.531915, 0.368627, 0
0.284314, 0.447368, 0.298039, 0
0.228070, 0.606383, 0.368627, 0
0.226667, 0.568182, 0.345098, 0
0.298851, 0.420290, 0.270588, 1
0.000000, 0.681818, 0.345098, 0
0.025362, 0.575000, 0.313725, 0
0.694444, 0.166667, 0.141176, 1
0.408333, 0.392157, 0.200000, 1
0.996212, 0.550000, 0.313725, 0
0.990000, 0.649351, 0.301961, 1
0.066667, 0.405405, 0.290196, 0
0.901515, 0.088353, 0.976471, 1
