% ground data set
@relation ground
@attribute H real
@attribute S real
@attribute V real
@attribute class {0, 1}
@data
0.329787, 0.465347, 0.396078, 1
0.064394, 0.543210, 0.317647, 0
0.277778, 0.531250, 0.376471, 0
0.228889, 0.652174, 0.450980, 1
0.023333, 0.602410, 0.325490, 0
0.009259, 0.537313, 0.262745, 0
0.533333, 0.138889, 0.141176, 1
0.298246, 0.301587, 0.247059, 0
0.257310, 0.633333, 0.352941, 0
0.016667, 0.714286, 0.384314, 0
0.257310, 0.587629, 0.380392, 0
0.260563, 0.596639, 0.466667, 0
0.031401, 0.718750, 0.376471, 0
0.255051, 0.584071, 0.443137, 1
0.041667, 0.521739, 0.270588, 0
0.297619, 0.269231, 0.203922, 0
0.409091, 0.239130, 0.180392, 0
0.351852, 0.333333, 0.211765, 1
0.611111, 0.081081, 0.145098, 1
0.273016, 0.660377, 0.623529, 1
0.166667, 0.054054, 0.145098, 1
0.340909, 0.349206, 0.247059, 1
0.183908, 0.483333, 0.235294, 0
0.439394, 0.250000, 0.172549, 1
0.533333, 0.135135, 0.145098, 1
0.333333, 0.395604, 0.356863, 1
0.252033, 0.506173, 0.317647, 0
0.270833, 0.577320, 0.380392, 0
0.275510, 0.526882, 0.364706, 0
0.410256, 0.282609, 0.180392, 1
0.222222, 0.421053, 0.223529, 0
0.261905, 0.614035, 0.447059, 0
0.288235, 0.602837, 0.552941, 1
0.267241, 0.547170, 0.415686, 0
0.023810, 0.482759, 0.227451, 1
0.262821, 0.504854, 0.403922, 0
0.272727, 0.417722, 0.309804, 0
0.338235, 0.593023, 0.674510, 1
0.270833, 0.470588, 0.333333, 0
0.266667, 0.567010, 0.380392, 0
0.283730, 0.575342, 0.572549, 1
0.263889, 0.527473, 0.356863, 0
0.214286, 0.612500, 0.313725, 0
0.222222, 0.375000, 0.250980, 0
0.260563, 0.596639, 0.466667, 0
0.235043, 0.428571, 0.356863, 1
0.254237, 0.614583, 0.376471, 0
0.270492, 0.564815, 0.423529, 0
0.277778, 0.553398, 0.403922, 0
0.263441, 0.563636, 0.431373, 0
0.378788, 0.239130, 0.180392, 1
0.265873, 0.512195, 0.321569, 0
0.269841, 0.567568, 0.435294, 0
0.142857, 0.325581, 0.168627, 1
0.416667, 0.058824, 0.133333, 1
0.265873, 0.488372, 0.337255, 0
0.364583, 0.258065, 0.243137, 1
0.265027, 0.559633, 0.427451, 0
0.192708, 0.492308, 0.254902, 1
0.274011, 0.551402, 0.419608, 0
0.269841, 0.567568, 0.435294, 0
0.180000, 0.609756, 0.321569, 0
0.198276, 0.610526, 0.372549, 1
0.350000, 0.232558, 0.168627, 1
0.500000, 0.171429, 0.137255, 1
0.700000, 0.138889, 0.141176, 1
0.261905, 0.538462, 0.356863, 0
0.276515, 0.483516, 0.356863, 0
0.103448, 0.467742, 0.243137, 1
0.282051, 0.388060, 0.262745, 0
0.274011, 0.556604, 0.415686, 0
0.019608, 0.607143, 0.329412, 0
0.275510, 0.526882, 0.364706, 0
0.277778, 0.536842, 0.372549, 0
0.439394, 0.282051, 0.152941, 1
0.394928, 0.446602, 0.403922, 1
0.305556, 0.433735, 0.325490, 0
0.265873, 0.488372, 0.337255, 0
0.616667, 0.243902, 0.160784, 1
0.700000, 0.138889, 0.141176, 1
0.481481, 0.225000, 0.156863, 1
0.444444, 0.162162, 0.145098, 1
0.350000, 0.212766, 0.184314, 1
0.230159, 0.388889, 0.211765, 0
0.271739, 0.505495, 0.356863, 0
0.378788, 0.224490, 0.192157, 1
0.272727, 0.515625, 0.250980, 0
0.444444, 0.150000, 0.156863, 1
0.209040, 0.634409, 0.364706, 1
0.275362, 0.359375, 0.250980, 0
0.104167, 0.160000, 0.196078, 1
0.277778, 0.076923, 0.152941, 1
0.186869, 0.440000, 0.294118, 0
0.694444, 0.162162, 0.145098, 1
0.250000, 0.459459, 0.290196, 0
0.222222, 0.415385, 0.254902, 0
0.324074, 0.327273, 0.215686, 1
0.371795, 0.254902, 0.200000, 1
0.269231, 0.270833, 0.188235, 0
0.263441, 0.563636, 0.431373, 0
0.166667, 0.658537, 0.321569, 0
0.056667, 0.649351, 0.301961, 0
0.276515, 0.483516, 0.356863, 0
0.114035, 0.612903, 0.243137, 1
0.245614, 0.500000, 0.298039, 1
0.388889, 0.352941, 0.200000, 1
0.604167, 0.216216, 0.145098, 1
0.270833, 0.519481, 0.301961, 0
0.410256, 0.282609, 0.180392, 1
0.301887, 0.490741, 0.423529, 1
0.666667, 0.058824, 0.133333, 0
0.388889, 0.360000, 0.196078, 1
0.238095, 0.362069, 0.227451, 0
0.343137, 0.309091, 0.215686, 1
0.246377, 0.554217, 0.325490, 0
0.234694, 0.538462, 0.356863, 0
0.396552, 0.420290, 0.270588, 1
0.277778, 0.532710, 0.419608, 0
0.265027, 0.592233, 0.403922, 0
0.270833, 0.554455, 0.396078, 0
0.166667, 0.478873, 0.278431, 0
0.350000, 0.200000, 0.196078, 1
0.211111, 0.258621, 0.227451, 1
0.407407, 0.200000, 0.176471, 1
0.916667, 0.050000, 0.156863, 1
0.289308, 0.563830, 0.368627, 0
0.322581, 0.326316, 0.372549, 0
0.188406, 0.613333, 0.294118, 1
0.325926, 0.468750, 0.376471, 1
0.200980, 0.515152, 0.258824, 0
0.361111, 0.255319, 0.184314, 1
0.700000, 0.138889, 0.141176, 1
0.418239, 0.519608, 0.400000, 1
0.282051, 0.406250, 0.250980, 1
0.252033, 0.500000, 0.321569, 1
0.320513, 0.477064, 0.427451, 0
0.343137, 0.283333, 0.235294, 1
0.269841, 0.567568, 0.435294, 0
0.396552, 0.420290, 0.270588, 1
0.260000, 0.324675, 0.301961, 1
0.270440, 0.530000, 0.392157, 0
0.533333, 0.142857, 0.137255, 1
0.219577, 0.611650, 0.403922, 1
0.262821, 0.541667, 0.376471, 0
0.291667, 0.500000, 0.250980, 1
0.416667, 0.500000, 0.266667, 1
0.345238, 0.280000, 0.196078, 1
0.611111, 0.088235, 0.133333, 1
0.270202, 0.578947, 0.447059, 0
0.347222, 0.375000, 0.250980, 1
0.260684, 0.464286, 0.329412, 0
0.215556, 0.657895, 0.447059, 1
0.483333, 0.217391, 0.180392, 1
0.160920, 0.508772, 0.223529, 1
0.244681, 0.552941, 0.333333, 0
0.351852, 0.327273, 0.215686, 1
0.266667, 0.570175, 0.447059, 0
0.380952, 0.375000, 0.219608, 1
0.187500, 0.571429, 0.329412, 0
0.195122, 0.546667, 0.294118, 0
0.272487, 0.611650, 0.403922, 0
0.263682, 0.582609, 0.450980, 0
0.345714, 0.686275, 1.000000, 1
0.270202, 0.616822, 0.419608, 0
0.256944, 0.527473, 0.356863, 0
0.280702, 0.558824, 0.400000, 0
0.236111, 0.406780, 0.231373, 0
0.325000, 0.338983, 0.231373, 1
0.262963, 0.517241, 0.341176, 0
0.269231, 0.400000, 0.254902, 0
0.251572, 0.563830, 0.368627, 0
0.633333, 0.142857, 0.137255, 1
0.202703, 0.462500, 0.313725, 1
0.380952, 0.368421, 0.223529, 1
0.191358, 0.112033, 0.945098, 1
0.266667, 0.526316, 0.372549, 0
0.245614, 0.457831, 0.325490, 0
0.385057, 0.460317, 0.247059, 1
0.312500, 0.181818, 0.172549, 0
0.444444, 0.230769, 0.152941, 1
0.410256, 0.282609, 0.180392, 1
0.218391, 0.460317, 0.247059, 1
0.458333, 0.102564, 0.152941, 1
0.237037, 0.542169, 0.325490, 0
0.275510, 0.526882, 0.364706, 0
0.409091, 0.431373, 0.200000, 1
0.270833, 0.554455, 0.396078, 0
0.250000, 0.255319, 0.184314, 1
0.297009, 0.609375, 0.501961, 1
0.559524, 0.358974, 0.152941, 1
0.257576, 0.392857, 0.219608, 0
0.345238, 0.269231, 0.203922, 1
0.285714, 0.388889, 0.282353, 1
0.094444, 0.483871, 0.243137, 1
0.361111, 0.244898, 0.192157, 1
0.266667, 0.533981, 0.403922, 0
0.633333, 0.128205, 0.152941, 1
0.270492, 0.549550, 0.435294, 0
0.318182, 0.200000, 0.215686, 1
0.282051, 0.393939, 0.258824, 0
0.358696, 0.494624, 0.364706, 1
0.266667, 0.585586, 0.435294, 0
0.195035, 0.552941, 0.333333, 0
0.285714, 0.159091, 0.172549, 1
0.166667, 0.387097, 0.243137, 1
0.571429, 0.189189, 0.145098, 1
0.303030, 0.343750, 0.250980, 0
0.250000, 0.272727, 0.172549, 1
0.571429, 0.179487, 0.152941, 0
0.063063, 0.528571, 0.274510, 0
0.273504, 0.506494, 0.301961, 0
0.271318, 0.477778, 0.352941, 0
0.395833, 0.320000, 0.196078, 1
0.267361, 0.510638, 0.368627, 0
0.279762, 0.411765, 0.266667, 0
0.207143, 0.769231, 0.356863, 1
0.000000, 0.000000, 0.125490, 0
0.343137, 0.303571, 0.219608, 1
0.378788, 0.239130, 0.180392, 1
0.004762, 0.530303, 0.258824, 1
0.444444, 0.279070, 0.168627, 1
0.358696, 0.541176, 1.000000, 1
0.277778, 0.455696, 0.309804, 0
0.273504, 0.458824, 0.333333, 0
0.430736, 0.620968, 0.486275, 1
0.263158, 0.558824, 0.400000, 1
0.366667, 0.131579, 0.149020, 1
0.135802, 0.442623, 0.239216, 0
0.866667, 0.041494, 0.945098, 1
0.309524, 0.269231, 0.203922, 1
0.275510, 0.521277, 0.368627, 0
0.380952, 0.355932, 0.231373, 1
0.271739, 0.500000, 0.360784, 0
0.275510, 0.515789, 0.372549, 0
0.419476, 0.868293, 0.803922, 1
0.276042, 0.566372, 0.443137, 0
0.250000, 0.400000, 0.235294, 1
0.571429, 0.179487, 0.152941, 1
0.269841, 0.577982, 0.427451, 0
0.343137, 0.298246, 0.223529, 1
0.280000, 0.537634, 0.364706, 0
0.871795, 0.053498, 0.952941, 1
0.265027, 0.586538, 0.407843, 0
0.253788, 0.511628, 0.337255, 0
0.192982, 0.339286, 0.219608, 0
0.217593, 0.685714, 0.411765, 1
0.337607, 0.549296, 0.556863, 1
0.054545, 0.687500, 0.313725, 0
0.000000, 0.589744, 0.305882, 1
0.238889, 0.441176, 0.266667, 0
0.385417, 0.307692, 0.203922, 1
0.395833, 0.340426, 0.184314, 1
0.416667, 0.055556, 0.141176, 1
0.320513, 0.504854, 0.403922, 1
0.270202, 0.559322, 0.462745, 0
0.253788, 0.556962, 0.309804, 0
0.694444, 0.162162, 0.145098, 0
0.205882, 0.309091, 0.215686, 0
0.276042, 0.576577, 0.435294, 0
0.277778, 0.469880, 0.325490, 0
0.029412, 0.303571, 0.219608, 1
0.442029, 0.383333, 0.235294, 1
0.305556, 0.153846, 0.152941, 1
0.258170, 0.542553, 0.368627, 0
0.194444, 0.652174, 0.360784, 1
0.287582, 0.500000, 0.400000, 1
0.266667, 0.227273, 0.172549, 1
0.500000, 0.150000, 0.156863, 1
0.256410, 0.464286, 0.329412, 0
0.275811, 0.763514, 0.580392, 1
0.271739, 0.516854, 0.349020, 0
0.261111, 0.576923, 0.407843, 0
0.268519, 0.450000, 0.313725, 0
0.315152, 0.550000, 0.392157, 1
0.267241, 0.557692, 0.407843, 0
0.121795, 0.342105, 0.298039, 1
0.202899, 0.766667, 0.352941, 0
0.185714, 0.538462, 0.254902, 0
0.269231, 0.456140, 0.223529, 0
0.215556, 0.694444, 0.423529, 1
0.273333, 0.505051, 0.388235, 0
0.266667, 0.531915, 0.368627, 0
0.318182, 0.224490, 0.192157, 0
0.007937, 0.381818, 0.215686, 1
0.715054, 0.563636, 0.215686, 1
0.194444, 0.638298, 0.368627, 1
0.187500, 0.170213, 0.184314, 1
0.265873, 0.488372, 0.337255, 0
0.276423, 0.500000, 0.321569, 0
0.366667, 0.131579, 0.149020, 1
0.277778, 0.536842, 0.372549, 0
0.253788, 0.543210, 0.317647, 0
0.267361, 0.521739, 0.360784, 0
0.533333, 0.138889, 0.141176, 1
0.378788, 0.239130, 0.180392, 1
0.000000, 0.000000, 0.125490, 0
0.395833, 0.326531, 0.192157, 1
0.313725, 0.430380, 0.309804, 1
0.266667, 0.550000, 0.392157, 1
0.283688, 0.522222, 0.352941, 0
0.616667, 0.196078, 0.200000, 1
0.267241, 0.552381, 0.411765, 0
0.263158, 0.558824, 0.400000, 0
0.294118, 0.309091, 0.215686, 1
0.262963, 0.542169, 0.325490, 0
0.666667, 0.033333, 0.941176, 1
0.266667, 0.531915, 0.368627, 0
0.258865, 0.546512, 0.337255, 0
0.290476, 0.466667, 0.294118, 0
0.350000, 0.212766, 0.184314, 1
0.202222, 0.681818, 0.431373, 1
0.265873, 0.477273, 0.345098, 0
0.266667, 0.523256, 0.337255, 0
0.385417, 0.307692, 0.203922, 1
0.361111, 0.250000, 0.188235, 1
0.722222, 0.180000, 0.196078, 1
0.254237, 0.584158, 0.396078, 0
0.410256, 0.302326, 0.168627, 1
0.611111, 0.083333, 0.141176, 1
0.444444, 0.230769, 0.152941, 1
0.267361, 0.510638, 0.368627, 0
0.263158, 0.564356, 0.396078, 0
0.265873, 0.518519, 0.317647, 0
0.500000, 0.150000, 0.156863, 1
0.750000, 0.244898, 0.192157, 1
0.277778, 0.525773, 0.380392, 0
0.285714, 0.338710, 0.243137, 0
0.364583, 0.307692, 0.203922, 1
0.270492, 0.570093, 0.419608, 0
0.065217, 0.396552, 0.227451, 0
0.303030, 0.323529, 0.266667, 0
0.012195, 0.561644, 0.286275, 0
0.378788, 0.229167, 0.188235, 1
0.117284, 0.375000, 0.282353, 0
0.533333, 0.138889, 0.141176, 1
0.277778, 0.455696, 0.309804, 0
0.238889, 0.454545, 0.258824, 0
0.225806, 0.613861, 0.396078, 1
0.256410, 0.481481, 0.317647, 0
0.054264, 0.558442, 0.301961, 0
0.166667, 0.238095, 0.164706, 0
0.366667, 0.090909, 0.215686, 1
0.458333, 0.114286, 0.137255, 1
0.345238, 0.264151, 0.207843, 1
0.738095, 0.179487, 0.152941, 0
0.245370, 0.493151, 0.286275, 0
0.407407, 0.219512, 0.160784, 1
0.265873, 0.494118, 0.333333, 0
0.280702, 0.548077, 0.407843, 0
0.422222, 0.326087, 0.180392, 1
0.280142, 0.510870, 0.360784, 0
0.300000, 0.416667, 0.470588, 1
0.276423, 0.471264, 0.341176, 0
0.500000, 0.162162, 0.145098, 1
0.361111, 0.244898, 0.192157, 1
0.240741, 0.493151, 0.286275, 0
0.343137, 0.309091, 0.215686, 1
0.270833, 0.465116, 0.337255, 0
0.262821, 0.525253, 0.388235, 0
0.408333, 0.350877, 0.223529, 1
0.270531, 0.589744, 0.458824, 0
0.088889, 0.294118, 0.200000, 1
0.272487, 0.562500, 0.439216, 0
0.380208, 0.492308, 0.254902, 1
0.182796, 0.500000, 0.243137, 1
0.245614, 0.345455, 0.215686, 0
0.223077, 0.619048, 0.411765, 1
0.219298, 0.655172, 0.454902, 1
0.460000, 0.104603, 0.937255, 1
0.265432, 0.402985, 0.262745, 0
0.850000, 0.041494, 0.945098, 1
0.238889, 0.428571, 0.274510, 0
0.262963, 0.511364, 0.345098, 0
0.388889, 0.153846, 0.152941, 1
0.384615, 0.254902, 0.200000, 0
0.272487, 0.543103, 0.454902, 0
0.419355, 0.462687, 0.262745, 1
0.500000, 0.166667, 0.141176, 1
0.270492, 0.559633, 0.427451, 0
0.269841, 0.577982, 0.427451, 0
0.533333, 0.142857, 0.137255, 1
0.181818, 0.309859, 0.278431, 1
0.258865, 0.516484, 0.356863, 0
0.280142, 0.516484, 0.356863, 0
0.361111, 0.244898, 0.192157, 1
0.267241, 0.563107, 0.403922, 0
0.238739, 0.513889, 0.282353, 1
0.018868, 0.623529, 0.333333, 0
0.384615, 0.265306, 0.192157, 1
0.183908, 0.483333, 0.235294, 0
0.204545, 0.328358, 0.262745, 0
0.298246, 0.296875, 0.250980, 0
0.200855, 0.493671, 0.309804, 0
0.019608, 0.607143, 0.329412, 0
0.265625, 0.438356, 0.286275, 0
0.262821, 0.525253, 0.388235, 0
0.283688, 0.522222, 0.352941, 0
0.238095, 0.291667, 0.188235, 0
0.270833, 0.549020, 0.400000, 0
0.339744, 0.376812, 0.270588, 1
0.333333, 0.255319, 0.184314, 1
0.271318, 0.483146, 0.349020, 0
0.444444, 0.153846, 0.152941, 1
0.250000, 0.400000, 0.254902, 0
0.062500, 0.166667, 0.188235, 0
0.229630, 0.548780, 0.321569, 0
0.270440, 0.524752, 0.396078, 0
0.112994, 0.678161, 0.341176, 1
0.275926, 0.652174, 0.541176, 1
0.027778, 0.600000, 0.313725, 0
0.275510, 0.515789, 0.372549, 0
0.271739, 0.505495, 0.356863, 0
0.290123, 0.397059, 0.266667, 1
0.571429, 0.189189, 0.145098, 1
0.541667, 0.363636, 0.215686, 1
0.422222, 0.312500, 0.188235, 1
0.358333, 0.465116, 0.337255, 1
0.298246, 0.301587, 0.247059, 1
0.370370, 0.444444, 0.317647, 1
0.611111, 0.085714, 0.137255, 1
0.274691, 0.545455, 0.388235, 0
0.266667, 0.580357, 0.439216, 0
0.274510, 0.333333, 0.200000, 0
0.263158, 0.457831, 0.325490, 0
0.315789, 0.311475, 0.239216, 1
0.525641, 0.302326, 0.168627, 1
0.270440, 0.524752, 0.396078, 0
0.271739, 0.528736, 0.341176, 0
0.303571, 0.383562, 0.286275, 1
0.240385, 0.571429, 0.356863, 1
0.533333, 0.270270, 0.145098, 1
0.252976, 0.571429, 0.384314, 0
0.277778, 0.076923, 0.152941, 1
0.396552, 0.420290, 0.270588, 1
0.274011, 0.536364, 0.431373, 0
0.444444, 0.153846, 0.152941, 1
0.193182, 0.550000, 0.313725, 0
0.256410, 0.400000, 0.254902, 0
0.277778, 0.081081, 0.145098, 0
0.272727, 0.428571, 0.301961, 0
0.255051, 0.594595, 0.435294, 0
0.361111, 0.255319, 0.184314, 1
0.266667, 0.570175, 0.447059, 0
0.194444, 0.468750, 0.250980, 0
0.266667, 0.580357, 0.439216, 0
0.285714, 0.708333, 0.658824, 1
0.351852, 0.315789, 0.223529, 1
0.081395, 0.565789, 0.298039, 0
0.271739, 0.484211, 0.372549, 1
0.395833, 0.313725, 0.200000, 1
0.351852, 0.315789, 0.223529, 1
0.500000, 0.279070, 0.168627, 1
0.365079, 0.362069, 0.227451, 1
0.380952, 0.338710, 0.243137, 1
0.271739, 0.505495, 0.356863, 0
0.192308, 0.228070, 0.223529, 0
0.172043, 0.508197, 0.239216, 0
0.264286, 0.593220, 0.462745, 0
0.246667, 0.549451, 0.356863, 0
0.666667, 0.055556, 0.141176, 1
0.421245, 0.645390, 0.552941, 1
0.260684, 0.464286, 0.329412, 0
0.342593, 0.556701, 0.760784, 1
0.266667, 0.515464, 0.380392, 0
0.238095, 0.175000, 0.156863, 0
0.266667, 0.544554, 0.396078, 0
0.500000, 0.162162, 0.145098, 1
0.633333, 0.125000, 0.156863, 1
0.285714, 0.350000, 0.235294, 0
0.024390, 0.546667, 0.294118, 0
0.205882, 0.303571, 0.219608, 1
0.866667, 0.041494, 0.945098, 1
0.562500, 0.210526, 0.149020, 1
0.284483, 0.542056, 0.419608, 0
0.271318, 0.477778, 0.352941, 0
0.115385, 0.250000, 0.203922, 0
0.285714, 0.373333, 0.294118, 0
0.274011, 0.556604, 0.415686, 0
0.018939, 0.571429, 0.301961, 0
0.296875, 0.415584, 0.301961, 0
0.275000, 0.317460, 0.247059, 0
0.277778, 0.076923, 0.152941, 0
0.194444, 0.500000, 0.235294, 0
0.253788, 0.523810, 0.329412, 0
0.255208, 0.444444, 0.282353, 0
0.200000, 0.595238, 0.329412, 0
0.271318, 0.500000, 0.337255, 0
0.384615, 0.265306, 0.192157, 1
0.116667, 0.400000, 0.196078, 1
0.388889, 0.406780, 0.231373, 1
0.267157, 0.596491, 0.447059, 0
0.345238, 0.254545, 0.215686, 0
0.256757, 0.474359, 0.305882, 0
0.422222, 0.300000, 0.196078, 1
0.279762, 0.424242, 0.258824, 1
0.355072, 0.306667, 0.294118, 1
0.481481, 0.225000, 0.156863, 1
0.015432, 0.627907, 0.337255, 0
0.444444, 0.162162, 0.145098, 1
0.355072, 0.389831, 0.231373, 1
0.266667, 0.350877, 0.223529, 1
0.277778, 0.510000, 0.392157, 0
0.166667, 0.243902, 0.160784, 1
0.529412, 0.361702, 0.184314, 1
0.265873, 0.494118, 0.333333, 0
0.700000, 0.138889, 0.141176, 1
0.270440, 0.535354, 0.388235, 0
0.252033, 0.512500, 0.313725, 0
0.238095, 0.512195, 0.321569, 0
0.258621, 0.439394, 0.258824, 1
0.257937, 0.494118, 0.333333, 0
0.265873, 0.482759, 0.341176, 0
0.803030, 0.088353, 0.976471, 1
0.269841, 0.567568, 0.435294, 0
0.444444, 0.162162, 0.145098, 1
0.193182, 0.543210, 0.317647, 0
0.270042, 0.612403, 0.505882, 1
0.866667, 0.041494, 0.945098, 1
0.018868, 0.623529, 0.333333, 0
0.574074, 0.225000, 0.156863, 1
0.280864, 0.556701, 0.380392, 0
0.280000, 0.515464, 0.380392, 0
0.260417, 0.561404, 0.447059, 0
0.254237, 0.567308, 0.407843, 0
0.370370, 0.321429, 0.219608, 1
0.276515, 0.500000, 0.345098, 0
0.368056, 0.417391, 0.450980, 1
0.267241, 0.557692, 0.407843, 0
0.888889, 0.025000, 0.941176, 1
0.574074, 0.225000, 0.156863, 1
0.343137, 0.369565, 0.180392, 1
0.666667, 0.057143, 0.137255, 1
0.287582, 0.531250, 0.376471, 1
0.266667, 0.570175, 0.447059, 0
0.274194, 0.563636, 0.431373, 0
0.297101, 0.418182, 0.431373, 1
0.481481, 0.209302, 0.168627, 1
0.094444, 0.428571, 0.274510, 0
0.214286, 0.280000, 0.196078, 0
0.482456, 0.358491, 0.207843, 1
0.385417, 0.313725, 0.200000, 1
0.345238, 0.285714, 0.192157, 1
0.233333, 0.116279, 0.168627, 0
0.384615, 0.282609, 0.180392, 1
0.267157, 0.552846, 0.482353, 1
0.220513, 0.613208, 0.415686, 1
0.262821, 0.525253, 0.388235, 0
0.270833, 0.549020, 0.400000, 0
0.500000, 0.157895, 0.149020, 1
0.023333, 0.602410, 0.325490, 0
0.253788, 0.505747, 0.341176, 0
0.380952, 0.375000, 0.219608, 1
0.263441, 0.568807, 0.427451, 0
0.192708, 0.484848, 0.258824, 0
0.855556, 0.118110, 0.996078, 1
0.062500, 0.200000, 0.156863, 1
0.282051, 0.570175, 0.447059, 0
0.147287, 0.483146, 0.349020, 0
0.193182, 0.578947, 0.298039, 0
0.458333, 0.105263, 0.149020, 1
0.248062, 0.500000, 0.337255, 0
0.287037, 0.327273, 0.215686, 1
0.989796, 0.644737, 0.298039, 1
0.177778, 0.608108, 0.290196, 0
0.444444, 0.512195, 0.321569, 1
0.281073, 0.674286, 0.686275, 1
0.240741, 0.514286, 0.274510, 0
0.416667, 0.052632, 0.149020, 1
0.369565, 0.383333, 0.235294, 1
0.295918, 0.538462, 0.356863, 0
0.416667, 0.058824, 0.133333, 1
0.320059, 0.585492, 0.756863, 1
0.633333, 0.138889, 0.141176, 1
0.274011, 0.556604, 0.415686, 0
0.212418, 0.607143, 0.329412, 0
0.482456, 0.351852, 0.211765, 1
0.247312, 0.455882, 0.266667, 0
0.322222, 0.283019, 0.207843, 1
0.279762, 0.459016, 0.239216, 1
0.272487, 0.630000, 0.392157, 0
0.201550, 0.597222, 0.282353, 1
0.238095, 0.518519, 0.317647, 0
0.231481, 0.333333, 0.211765, 0
0.777778, 0.093750, 0.125490, 1
0.825000, 0.079681, 0.984314, 1
0.562500, 0.205128, 0.152941, 1
0.270202, 0.589286, 0.439216, 0
0.277778, 0.444444, 0.317647, 0
0.262963, 0.517241, 0.341176, 0
0.261905, 0.598291, 0.458824, 0
0.339744, 0.433333, 0.235294, 1
0.333333, 0.235294, 0.200000, 0
0.257937, 0.531646, 0.309804, 1
0.422222, 0.312500, 0.188235, 1
0.365079, 0.355932, 0.231373, 1
0.270440, 0.535354, 0.388235, 0
0.394444, 0.530973, 0.443137, 1
0.422222, 0.312500, 0.188235, 1
0.280864, 0.534653, 0.396078, 0
0.283333, 0.465116, 0.337255, 0
0.458333, 0.093023, 0.168627, 0
0.222222, 0.173077, 0.203922, 1
0.700000, 0.128205, 0.152941, 1
0.371795, 0.265306, 0.192157, 1
0.276515, 0.500000, 0.345098, 0
0.191358, 0.473684, 0.223529, 0
0.256173, 0.600000, 0.352941, 0
0.270833, 0.554455, 0.396078, 0
0.270202, 0.594595, 0.435294, 0
0.266667, 0.550000, 0.392157, 0
0.270833, 0.459770, 0.341176, 0
0.345238, 0.274510, 0.200000, 1
0.277778, 0.572727, 0.431373, 1
0.500000, 0.157895, 0.149020, 1
0.271689, 0.646018, 0.443137, 0
0.270833, 0.543689, 0.403922, 0
0.379433, 0.505376, 0.364706, 1
0.275510, 0.521277, 0.368627, 0
0.346078, 0.666667, 1.000000, 1
0.458333, 0.111111, 0.141176, 1
0.192708, 0.524590, 0.239216, 1
0.410256, 0.276596, 0.184314, 1
0.333333, 0.235294, 0.200000, 1
0.388889, 0.346154, 0.203922, 1
0.275510, 0.521277, 0.368627, 0
0.224638, 0.396552, 0.227451, 0
0.370370, 0.360000, 0.196078, 1
0.253788, 0.523810, 0.329412, 0
0.273333, 0.505051, 0.388235, 0
0.280142, 0.494737, 0.372549, 0
0.195035, 0.566265, 0.325490, 0
0.266667, 0.505618, 0.349020, 0
0.275362, 0.383333, 0.235294, 0
0.201550, 0.565789, 0.298039, 1
0.262963, 0.505618, 0.349020, 0
0.266667, 0.322581, 0.243137, 0
0.149573, 0.565217, 0.270588, 0
0.214286, 0.576471, 0.333333, 0
0.276515, 0.494382, 0.349020, 0
0.777778, 0.083333, 0.141176, 1
0.270833, 0.491228, 0.447059, 1
0.533333, 0.131579, 0.149020, 1
0.252874, 0.376623, 0.301961, 0
0.257310, 0.593750, 0.376471, 0
0.571429, 0.184211, 0.149020, 1
0.256757, 0.474359, 0.305882, 0
0.177305, 0.573171, 0.321569, 0
0.694444, 0.166667, 0.141176, 1
0.183908, 0.439394, 0.258824, 1
0.031915, 0.580247, 0.317647, 0
0.192810, 0.671053, 0.298039, 0
0.266667, 0.528846, 0.407843, 0
0.373333, 0.396825, 0.247059, 1
0.303922, 0.288136, 0.231373, 0
0.395833, 0.326531, 0.192157, 1
0.333333, 0.166667, 0.164706, 1
0.366667, 0.135135, 0.145098, 1
0.283333, 0.481928, 0.325490, 0
0.274691, 0.534653, 0.396078, 0
0.291667, 0.358209, 0.262745, 0
0.425000, 0.363636, 0.215686, 1
0.280142, 0.522222, 0.352941, 0
0.194444, 0.529412, 0.266667, 1
0.270440, 0.535354, 0.388235, 0
0.320513, 0.495238, 0.411765, 1
0.275000, 0.350877, 0.223529, 0
0.273333, 0.520833, 0.376471, 0
0.298851, 0.386667, 0.294118, 0
0.259563, 0.554545, 0.431373, 0
0.041667, 0.600000, 0.313725, 0
0.271318, 0.500000, 0.337255, 1
0.287879, 0.224490, 0.192157, 1
0.266667, 0.565217, 0.450980, 0
0.019608, 0.614458, 0.325490, 0
0.254902, 0.288136, 0.231373, 0
0.266667, 0.555556, 0.388235, 0
0.533333, 0.142857, 0.137255, 1
0.384615, 0.282609, 0.180392, 1
0.252874, 0.402778, 0.282353, 0
0.256757, 0.462500, 0.313725, 0
0.266667, 0.363636, 0.215686, 0
0.297619, 0.280000, 0.196078, 1
0.444444, 0.209302, 0.168627, 1
0.401961, 0.346939, 0.192157, 1
0.166667, 0.054054, 0.145098, 1
0.439394, 0.255814, 0.168627, 1
0.275000, 0.312500, 0.250980, 0
0.458333, 0.105263, 0.149020, 1
0.253788, 0.505747, 0.341176, 0
0.144444, 0.294118, 0.200000, 0
0.500000, 0.162162, 0.145098, 1
0.271739, 0.528736, 0.341176, 0
0.533333, 0.142857, 0.137255, 1
0.255208, 0.385542, 0.325490, 0
0.444444, 0.225000, 0.156863, 1
0.444444, 0.219512, 0.160784, 1
0.025424, 0.655556, 0.352941, 0
